"name","address","latitude","longitude","link","price","health_color","isVegan","isVegetarian"
"King St. Tavern","1 Court St",42.358846,-71.057822,"/restaurants/king-st-tavern/","$$$","red",0,0
"Kings","50 Dalton St",42.347067,-71.085658,"/restaurants/kings/","$$$","green",0,0
"Kingston Station","25 Kingston St",42.353599,-71.059328,"/restaurants/kingston-station/","$$$","yellow",0,0
"Kipo's","106 Bunker Hill St",42.377696,-71.058638,"/restaurants/kipos/","$$","yellow",0,0
"Kitchen","560 Tremont St",42.343811,-71.07191,"/restaurants/kitchen/","$$$$$","yellow",0,0
"KO Catering and Pies","87 A St",42.342449,-71.054559,"/restaurants/ko-catering-and-pies/","$","yellow",0,0
"KO Pies at the Shipyard","256 Marginal St",42.364053,-71.032113,"/restaurants/ko-pies-at-the-shipyard/","$$","yellow",0,0
"Koch Cafe","500 Main St",42.362317,-71.089483,"/restaurants/koch-cafe/","$$","green",0,0
"Kolbeh of Kabob","1500 Cambridge St",42.374196,-71.104996,"/restaurants/kolbeh-of-kabob/","$$","yellow",0,0
"Koo Koo","7 Station St",42.332285,-71.118307,"/restaurants/koo-koo/","$","green",0,0
"Koo Koo's Nest","361 Washington St",42.334053,-71.121985,"/restaurants/koo-koos-nest/","$","yellow",0,0
"Korean Garden","122 Harvard Ave",42.352288,-71.131868,"/restaurants/korean-garden/","$$$","yellow",0,0
"Koreana","154 Prospect St",42.369397,-71.101196,"/restaurants/koreana/","$$$$","yellow",0,0
"Koy","16 North St",42.360722,-71.056457,"/restaurants/koy/","$$$","red",0,0
"Kung Fu Tea","131 Harvard Ave",42.352264,-71.132009,"/restaurants/kung-fu-tea/","$","red",0,0
"Kung Fu Tea","334 Massachusetts Ave",42.342518,-71.084359,"/restaurants/kung-fu-tea-2/","$","red",0,0
"Kung Fu Tea","66 Kneeland St",42.350559,-71.060675,"/restaurants/kung-fu-tea-3/","$","red",0,0
"Kupel's Bagel","421 Harvard St",42.345397,-71.127397,"/restaurants/kupels-bagel/","$","yellow",0,0
"Kwik-E Pizza &amp; Sub Shop","738 Huntington Ave",42.333935,-71.105427,"/restaurants/kwik-e-pizza-sub-shop/","$","yellow",0,0
"L'Espalier","774 Boylston St",42.348897,-71.081995,"/restaurants/lespalier/","$$$$$","green",0,1
"L'Impasto","2263 Massachusetts Ave",42.394454,-71.126809,"/restaurants/limpasto/","$$$","yellow",0,0
"L'Osteria Ristorante","104 Salem St",42.364397,-71.055795,"/restaurants/losteria-ristorante/","$$$$","yellow",0,0
"La Abundancia","59 Meridian St",42.371797,-71.038889,"/restaurants/la-abundancia/","$$","red",0,0
"La Befana Pizzeria","15 N Beacon St",42.35412,-71.137848,"/restaurants/la-befana-pizzeria/","$$","yellow",0,0
"LA Burdick","220 Clarendon St",42.351112,-71.075597,"/restaurants/la-burdick-2/","$","red",0,0
"LA Burdick","52 Brattle St",42.374196,-71.121997,"/restaurants/la-burdick/","$","red",0,0
"La Catrina","1620 Commonwealth Ave",42.343029,-71.142937,"/restaurants/la-catrina/","$$","yellow",0,0
"La Chiva","259 Bennington St",42.378225,-71.029454,"/restaurants/la-chiva/","$","red",0,0
"La Famiglia Giorgio's","112 Salem St",42.364596,-71.055778,"/restaurants/la-famiglia-giorgios-2/","$$$","yellow",0,0
"La Frontera","290 Bennington St",42.379033,-71.028608,"/restaurants/la-frontera/","$$","yellow",0,0
"La Galleria 33","125 Salem St",42.364791,-71.055769,"/restaurants/la-galleria-33/","$$$$","yellow",0,0
"La Hacienda","150 Meridian St",42.374078,-71.039204,"/restaurants/la-hacienda/","$$","red",0,0
"La Mamma","190 Brighton Ave",42.353197,-71.134197,"/restaurants/la-mamma/","$","red",0,0
"La Morra","48 Boylston St",42.331597,-71.117896,"/restaurants/la-morra/","$$$$","yellow",0,0
"La Pastaria","1 Faneuil Hall Market Pl",42.359656,-71.055944,"/restaurants/la-pastaria/","$$","red",0,0
"La Reina Cafeteria","80 Bennington St",42.376102,-71.036128,"/restaurants/la-reina-cafeteria/","$$","red",0,0
"La Sanghita","389 Maverick St",42.365695,-71.029044,"/restaurants/la-sanghita/","$$","green",1,1
"La Sultana Bakery","40 Maverick Sq",42.37005,-71.03917,"/restaurants/la-sultana-bakery/","$","red",0,0
"La Summa","30 Fleet St",42.364595,-71.052892,"/restaurants/la-summa/","$$$","red",0,0
"La Terraza","19 Bennington St",42.375323,-71.038453,"/restaurants/la-terrasa/","$$","red",0,0
"la Tour Eiffel","Location Varies",42.36048,-71.059062,"/restaurants/la-tour-eiffel-2/","$$","yellow",0,0
"La Tour Eiffel","City Hall Plaza",42.359741,-71.059334,"/restaurants/la-tour-eiffel/","$$","yellow",0,0
"La Voile","261 Newbury St",42.349397,-71.083447,"/restaurants/la-voile/","$$$$$","yellow",0,0
"Lala Rokh","97 Mt Vernon St",42.360034,-71.066394,"/restaurants/lala-rokh/","$$$","red",0,0
"Lambert's Marketplace","140 Tremont St",42.355597,-71.063095,"/restaurants/lamberts-marketplace/","$","green",0,0
"Lamole (CLOSED)","1105 Massachusetts Ave",42.370527,-71.113778,"/restaurants/lamole/","$$","yellow",0,0
"Lanta Asian Cuisine","38 Batterymarch St",42.357509,-71.05438,"/restaurants/lanta-asian-cuisine/","$$","yellow",0,0
"Larry J's BBQ Cafe","600 D St",42.348691,-71.039658,"/restaurants/larry-js-bbq-cafe/","$$","yellow",0,0
"Las Ventas","700 Harrison Ave",42.338419,-71.070909,"/restaurants/las-ventas/","$$","green",0,0
"Latin Spoon","Location Varies",42.351119,-71.075454,"/restaurants/latin-spoon/","$$","red",0,0
"Latino Restaurant","302 Centre St",42.32263,-71.103251,"/restaurants/latino-restaurant/","$$$$","yellow",0,0
"Laugh Boston","425 Summer St",42.346086,-71.04328,"/restaurants/laugh-boston/","$$$","yellow",0,0
"Laz Cafe","1744 Washington St",42.336542,-71.077095,"/restaurants/laz-cafe/","$","yellow",0,0
"Le Patissier","140 Boylston St",42.352397,-71.06632,"/restaurants/le-patissier/","$$","yellow",0,0
"Le's Restaurant","36 JFK St",42.37267,-71.120123,"/restaurants/les-restaurant/","$$","red",0,0
"Le's Vietnamese Cuisine","35 Dunster St",42.372701,-71.120092,"/restaurants/les-vietnamese-cuisine/","$$","red",0,0
"Le's Vietnamese Cuisine","119 Newbury St",42.351278,-71.076489,"/restaurants/les-vietnamese-cuisine-3/","$$","red",0,0
"Le's Vietnamese Cuisine","137 Brighton Ave",42.352956,-71.131789,"/restaurants/les-vietnamese-cuisine-2/","$$","red",0,0
"Le's Vietnamese Cusine","300 Boylston St",42.326237,-71.142633,"/restaurants/les-vietnamese-cusine/","$$","red",0,0
"Lee's Burger Place","1331 Beacon St",42.341831,-71.121468,"/restaurants/lees-burger-place/","$$","yellow",0,0
"Lefty's Silver Cart","Atlantic Ave",42.353681,-71.053558,"/restaurants/leftys-silver-cart/","$","green",0,0
"Legal C Bar","1 Harborside Dr",42.363275,-71.025663,"/restaurants/legal-c-bar/","$$$","yellow",0,0
"Legal Crossing","558 Washington St",42.353946,-71.06208,"/restaurants/legal-crossing/","$$$$$","yellow",0,0
"Legal Harborside","270 Northern Ave",42.348526,-71.038406,"/restaurants/legal-harborside/","$$$","yellow",0,0
"Legal Osteria","10 City Sq",42.372625,-71.062075,"/restaurants/legal-osteria/","$$$$","yellow",0,0
"Legal Sea Foods","26 Park Pl",42.35136,-71.069564,"/restaurants/legal-sea-foods-6/","$$$$","yellow",0,0
"Legal Sea Foods","5 Cambridge Center",42.363314,-71.087982,"/restaurants/legal-sea-foods/","$$$$","yellow",0,0
"Legal Sea Foods","100 Huntington Ave",42.349197,-71.077095,"/restaurants/legal-sea-foods-5/","$$$$","yellow",0,0
"Legal Sea Foods","255 State St",42.359691,-71.051926,"/restaurants/legal-sea-foods-7/","$$$$","yellow",0,0
"Legal Sea Foods","20 University Rd",42.372482,-71.123688,"/restaurants/legal-sea-foods-2/","$$$$","yellow",0,0
"Les Zygomates","129 South St",42.351059,-71.057682,"/restaurants/les-zygomates/","$$$$$","yellow",0,0
"Life Alive Organic Cafe","765 Massachusetts Ave",42.366447,-71.105696,"/restaurants/life-alive-organic-cafe/","$$","green",0,1
"Lilian's Smokin' Rack Barbecue","Location Varies",42.357965,-71.059398,"/restaurants/lilians-smokin-rack-barbecue/","$$","yellow",0,0
"Lilly's Gourmet Pasta Express","1528 Tremont St",42.33247,-71.100016,"/restaurants/lillys-gourmet-pasta-express/","$$","yellow",0,0
"Limoncello Ristorante","190 North St",42.363407,-71.053924,"/restaurants/limoncello-ristorante/","$$$$$","red",0,0
"Limoo Tea Bar","1032 Commonwealth Ave",42.351558,-71.122221,"/restaurants/limoo-tea-bar/","$$","yellow",0,0
"Lineage","242 Harvard St",42.34113,-71.121129,"/restaurants/lineage/","$$$$$","yellow",0,0
"Liquid Art House","100 Arlington St",42.349949,-71.069676,"/restaurants/liquid-art-house/","$$$","green",0,0
"Lir Irish Pub &amp; Restaurant","903 Boylston St",42.348086,-71.085067,"/restaurants/lir-irish-pub-restaurant/","$$","red",0,0
"Little Lamb","326 Cambridge St",42.360926,-71.069214,"/restaurants/little-lamb/","$$","red",0,0
"Little Pizza King","389 Washington St",42.349257,-71.154711,"/restaurants/little-pizza-king/","$$","yellow",0,0
"Little Stevie's Pizza","1114 Boylston St",42.347161,-71.088962,"/restaurants/little-stevies-pizza/","$","yellow",0,0
"Lizard Lounge","1667 Massachusetts Ave",42.382101,-71.119683,"/restaurants/lizard-lounge/","$$","yellow",0,0
"Lizzy's Ice Cream","29 Church St",42.37462,-71.120081,"/restaurants/lizzys-ice-cream/","$","yellow",0,0
"Lobsta Love","1 Oxford St",42.376311,-71.115948,"/restaurants/lobsta-love/","$$","yellow",0,0
"Locale","352 Hanover St",42.365085,-71.053187,"/restaurants/locale/","$$","yellow",0,0
"Loconte's","114\u002D116 Salem St",42.364742,-71.055771,"/restaurants/locontes/","$$$","red",0,0
"Lolita","271 Dartmouth St",42.35045,-71.077493,"/restaurants/lolita/","$$","yellow",0,0
"Lollicup","1095 Commonwealth Ave",42.352156,-71.124966,"/restaurants/lollicup/","$","yellow",0,0
"Lone Star Taco Bar","479 Cambridge St",42.353791,-71.136971,"/restaurants/lone-star-taco-bar/","$$","yellow",0,0
"Longhorn Steakhouse","401 Park Dr",42.344828,-71.104319,"/restaurants/longhorn-steakhouse/","$$$","yellow",0,0
"Longwood","342 Longwood Ave",42.338199,-71.106292,"/restaurants/longwood/","$$$","yellow",0,0
"Lord Hobo","92 Hampshire St",42.368797,-71.094996,"/restaurants/lord-hobo/","$$$","yellow",0,0
"Loretta's Last Call","1 Lansdowne St",42.296739,-71.01806,"/restaurants/lorettas-last-call/","$$$","yellow",0,0
"Lower Depths Tap Room","476 Commonwealth Ave",42.348797,-71.093872,"/restaurants/lower-depths-tap-room/","$$","green",0,0
"LTK","225 Northern Ave",42.349069,-71.039633,"/restaurants/ltk/","$$","yellow",0,0
"LTK (Legal's Test Kitchen)","1 Harborside Dr",42.363275,-71.025663,"/restaurants/ltk-legals-test-kitchen/","$$$","red",0,0
"Lucca","116 Huntington Ave",42.349197,-71.077095,"/restaurants/lucca-2/","$$$$","yellow",0,0
"Lucca","226 Hanover St",42.363157,-71.055314,"/restaurants/lucca/","$$$$$","yellow",0,0
"Lucia","415 Hanover St",42.365749,-71.053157,"/restaurants/lucia/","$$$$","red",0,0
"Lucky Strike Lanes","145 Ipswich St",42.347172,-71.094238,"/restaurants/lucky-strike-lanes/","$$$","yellow",0,0
"Lucky's Lounge","12 Harborside Dr",42.363256,-71.025254,"/restaurants/luckys-lounge-2/","$$$","yellow",0,0
"Lucky's Lounge","355 Congress St",42.350675,-71.048459,"/restaurants/luckys-lounge/","$$$","yellow",0,0
"Lucy Ethiopian Cafe","334 Massachusetts Ave",42.342297,-71.084562,"/restaurants/lucy-ethiopian-cafe/","$","yellow",0,0
"Lulu's Allston","421 Cambridge St",42.355065,-71.134165,"/restaurants/lulus-allston/","$$$","green",0,0
"Lulu's Sweet Shoppe","8593 Franklin St",42.355904,-71.055157,"/restaurants/lulus-sweet-shoppe-2/","$","red",0,0
"Lulu's Sweet Shoppe","57 Salem St",42.363218,-71.056415,"/restaurants/lulus-sweet-shoppe/","$","red",0,0
"M&amp;M Ribs","Location Varies",42.345281,-71.069798,"/restaurants/m-m-ribs/","$$","red",0,0
"M.C. Spiedo","606 Congress St",42.347876,-71.039219,"/restaurants/mc-speido/","$$$$","green",0,0
"M.J. O'Conner's Irish Pub","27 Columbus Ave",42.351024,-71.069022,"/restaurants/mj-oconners-irish-pub/","$$$","yellow",0,0
"M.J. O'Connors Boston Pub","425 Summer St",42.346086,-71.04328,"/restaurants/mj-oconnors-boston-pub/","$$$","yellow",0,0
"Machu Picchu","25 Union Sq",42.379957,-71.096607,"/restaurants/machu-picchu/","$$","red",0,0
"Madina Market's Kitchen","1095 Commonwealth Ave",42.352156,-71.124966,"/restaurants/madina-markets-kitchen/","$$","red",0,0
"Maggiano's","4 Columbus Ave",42.351398,-71.068517,"/restaurants/maggianos/","$$$$","yellow",0,0
"Maki Maki","304 Western Ave",42.363073,-71.136026,"/restaurants/maki-maki/","$$$$$","red",0,0
"Makin' Jamaican","Location Varies",42.379541,-71.064634,"/restaurants/makin-jamaican/","$$","red",0,0
"Maluken","645 Beacon St",42.348731,-71.097068,"/restaurants/maluken/","$$$","red",0,0
"Mama Gina's","19 Union Sq",42.379651,-71.096496,"/restaurants/mama-ginas/","$","red",0,0
"Mama's Place","764 Huntington Ave",42.333374,-71.10598,"/restaurants/mamas-place/","$","green",0,0
"Mamma Maria","3 North Sq",42.36408,-71.053765,"/restaurants/mamma-maria/","$$$$$","red",0,0
"Mandy &amp; Joe's Delicatessen","328 Washington St",42.348974,-71.152167,"/restaurants/mandy-joes-delicatessen/","$","green",0,0
"Mangia","537 Columbus Ave",42.341649,-71.080729,"/restaurants/mangia/","$","yellow",0,0
"Mangia Mangia","147 Endicott St",42.365332,-71.057596,"/restaurants/mangia-mangia/","$","yellow",0,0
"Map Room Cafe","700 Boylston St",42.349497,-71.079795,"/restaurants/map-room-cafe/","$$","green",0,0
"Marco Polo","274 Summer St",42.350336,-71.050271,"/restaurants/marco-polo/","$","green",0,0
"Mare Oyster Bar","135 Richmond St",42.363443,-71.054183,"/restaurants/mare-oyster-bar/","$$$$$","red",0,0
"Maria's Pastry Shop","46 Cross St",42.363131,-71.056625,"/restaurants/marias-pastry-shop/","$$$","yellow",0,0
"Maria's Taqueria","226 Tremont St",42.351421,-71.065151,"/restaurants/marias-taqueria/","$","yellow",0,0
"Mario's","347 Chelsea St",42.378214,-71.028965,"/restaurants/marios/","$$$","yellow",0,0
"Mariposa Bakery","424 Massachusetts Ave",42.363644,-71.100831,"/restaurants/mariposa-bakery/","$","green",0,0
"Market","21 Broad St",42.358763,-71.054446,"/restaurants/market-2/","$$$$","yellow",0,0
"Market","100 Stuart St",42.351097,-71.065536,"/restaurants/market/","$$$$$","green",0,0
"Marliave (CLOSED)","10 Bosworth St",42.357397,-71.061295,"/restaurants/marliave/","$$$$","yellow",0,0
"Martin's Coffee Shop","35 Harvard St",42.334297,-71.119196,"/restaurants/martins-coffee-shop/","$","yellow",0,0
"Martsa On Elm","233 Elm St",42.394952,-71.121453,"/restaurants/martsa-on-elm/","$$$","yellow",0,0
"Mary Chung Restaurant","460 Massachusetts Ave",42.363909,-71.101255,"/restaurants/mary-chung-restaurant/","$$","red",0,0
"Mary's Deli On the Charles","820 Memorial Dr",42.361759,-71.115718,"/restaurants/marys-deli-on-the-charles/","$$","green",0,0
"Masa","439 Tremont St",42.346826,-71.069128,"/restaurants/masa/","$$$$","yellow",0,0
"Masala","1127 Broadway",42.403172,-71.126683,"/restaurants/masala/","$$","green",0,1
"Mashawi Grill","157 Sutherland Rd",42.341131,-71.146901,"/restaurants/mashawi-grill/","$$","yellow",0,0
"Mass Ave Pita","197 Massachusetts Ave",42.345208,-71.087075,"/restaurants/mass-ave-pita-2/","$","green",0,1
"Mass Avenue Diner","906 Massachusetts Ave",42.368327,-71.108816,"/restaurants/mass-avenue-restaurant/","$","green",0,0
"Mass Chicken","736 Massachusetts Ave",42.366289,-71.105408,"/restaurants/mass-chicken/","$","yellow",0,0
"Massimino's Cucina Italiana","207 Endicott St",42.366442,-71.05809,"/restaurants/massiminos-cucina-italiana/","$$$","yellow",0,0
"Master Wok","100 Cambridgeside Pl",42.368148,-71.076147,"/restaurants/master-wok/","$","red",0,0
"Master Wok","650 Atlantic Ave",42.354032,-71.052865,"/restaurants/master-wok-2/","$","red",0,0
"Matt Murphy's","14 Harvard St",42.333622,-71.118971,"/restaurants/matt-murphys/","$$$$","red",0,0
"Maurizio's","364 Hanover St",42.365712,-71.053175,"/restaurants/maurizios/","$$$$","red",0,0
"Max Brenner","745 Boylston St",42.34938,-71.080522,"/restaurants/max-brenner/","$$$","yellow",0,0
"Max's Deli Cafe","151 Milk St",42.357631,-71.054638,"/restaurants/maxs-deli-cafe/","$$","green",0,0
"Maxim Coffee House","62 Harrison Ave",42.351507,-71.061155,"/restaurants/maxim-coffee-house/","$","red",0,0
"May's Cafe","95 Glenville Ave",42.34927,-71.135552,"/restaurants/mays-cafe/","$","red",0,0
"May's Cake House","223 Harrison Ave",42.347772,-71.062807,"/restaurants/mays-cake-house/","$$$$$","red",0,0
"MC2","2 Cambridge Ctr",42.363342,-71.088084,"/restaurants/mc2/","$$$$","green",0,0
"McCabe's on Mass","2046 Massachusetts Ave",42.390905,-71.122578,"/restaurants/mccabes-on-mass/","$$$","yellow",0,0
"McCormick &amp; Schmick's","Faneuil Hall Marketplace",42.360383,-71.055429,"/restaurants/mccormick-schmicks/","$$$$","red",0,0
"McCormick &amp; Schmick's","34 Columbus Ave",42.350893,-71.069187,"/restaurants/mccormick-schmicks-2/","$$$$","red",0,0
"McGann's Pub","197 Portland St",42.364221,-71.06177,"/restaurants/mcganns-pub/","$","green",0,0
"McGreevy's","911 Boylston St",42.348357,-71.083999,"/restaurants/mcgreevys/","$$","yellow",0,0
"Meadhall","4 Cambridge Center",42.362945,-71.08661,"/restaurants/meadhall/","$$$","green",0,0
"Mediterranean Grill (CLOSED)","281 Franklin St",42.356967,-71.053536,"/restaurants/mediterranean-grill/","$$","green",0,0
"Megumi","4 S Market St",42.359804,-71.054457,"/restaurants/megumi/","$$","red",0,0
"Mehak Halal","329 Sumner St",42.367105,-71.03608,"/restaurants/mehak-halal/","$$","red",0,0
"Mei Mei","506 Park Dr",42.347751,-71.10568,"/restaurants/mei-mei/","$$$","green",0,0
"Mei Mei Street Kitchen","Location Varies",42.348507,-71.075245,"/restaurants/mei-mei-street-kitchen/","$","yellow",0,0
"Mela","578 Tremont St",42.34328,-71.072927,"/restaurants/mela/","$$$$","yellow",0,0
"Menton","354 Congress St",42.350675,-71.048459,"/restaurants/menton/","$$$$$","red",0,0
"Meridian 155","155 Meridian St",42.374681,-71.039183,"/restaurants/meridian-155/","$","yellow",0,0
"Meridian Food Market","121 Meridian St",42.373095,-71.039235,"/restaurants/meridian-food-market/","$","green",0,0
"Meritage","70 Rowes Wharf",42.356597,-71.050328,"/restaurants/meritage/","$$$$$","yellow",0,0
"Merrill &amp; Co.","1 Appleton St",42.346639,-71.0695,"/restaurants/merrill-co/","$$$$","yellow",0,0
"Met Back Bay","279 Dartmouth St",42.350897,-71.077995,"/restaurants/met-back-bay/","$$$$$","yellow",0,0
"Metro Cafe","332 Congress St",42.351036,-71.049378,"/restaurants/metro-cafe/","$","yellow",0,0
"Metropolis Cafe","584 Tremont St",42.343189,-71.073111,"/restaurants/metropolis-cafe/","$$$$","yellow",0,0
"Metropolitan Desserts","1024 Commonwealth Ave",42.351779,-71.121562,"/restaurants/metropolitan-desserts/","$$","red",0,0
"MexiCali Burrito Cabana","350 Kendall St",42.364027,-71.081802,"/restaurants/mexicali-burrito-cabana/","$$","red",0,0
"MexiCali Burrito Co","500 Technology Square",42.363493,-71.092561,"/restaurants/mexicali-burrito-co/","$","yellow",0,0
"Mi Pueblito","333 Border St",42.379419,-71.040258,"/restaurants/mi-pueblito/","$$","yellow",0,0
"Mi Rancho Restaurante","45 Meridian St",42.371297,-71.039195,"/restaurants/mi-rancho-restaurante/","$","red",0,0
"Miami Restaurant","381 Centre St",42.322115,-71.109389,"/restaurants/miami-restaurant/","$$","yellow",0,0
"Michael's Deli","256 Harvard St",42.34163,-71.121263,"/restaurants/michaels-deli/","$$","green",0,0
"Middlesex Lounge","315 Massachusetts Ave",42.362592,-71.099064,"/restaurants/middlesex-lounge/","$","green",0,0
"Midwest Grill","1124 Cambridge St",42.372997,-71.096277,"/restaurants/midwest-grill/","$$$$","red",0,0
"Miel","510 Atlantic Ave",42.358127,-71.051372,"/restaurants/miel/","$$$$","yellow",0,0
"Mija Cantina &amp; Tequila Bar","1 Faneuil Hall Marketplace",42.359656,-71.055944,"/restaurants/mija-cantina-tequila-bar/","$$$","yellow",0,0
"Mike and Patty's","12 Church St",42.348505,-71.067793,"/restaurants/mike-and-pattys/","$$","green",0,0
"Mike's","9 Davis Sq",42.396709,-71.122672,"/restaurants/mikes-restaurant/","$$","yellow",0,0
"Mike's City Diner","1714 Washington St",42.336897,-71.076595,"/restaurants/mikes-city-diner/","$$","yellow",0,0
"Mike's Donuts","1524\u002DA Tremont St",42.332332,-71.099921,"/restaurants/mikes-donuts/","$","yellow",0,0
"Mike's Pastry","300 Hanover St",42.364234,-71.054427,"/restaurants/mikes-pastry/","$","red",0,0
"Mike's Pastry","11 Dunster St",42.372999,-71.119121,"/restaurants/mikes-pastry-2/","$","red",0,0
"Milano Pizzeria and Pasta","60 Washington St",42.343273,-71.142388,"/restaurants/milano-pizzeria-and-pasta/","$$","green",0,0
"Milk Street Cafe","50 Milk St",42.356597,-71.057228,"/restaurants/milk-street-cafe/","$","green",0,1
"Milky Way Lounge","284 Amory St",42.314768,-71.10449,"/restaurants/milky-way-lounge-lanes/","$$$","yellow",0,0
"Minibar (CLOSED)","51 Huntington Ave",42.348237,-71.078577,"/restaurants/minibar/","$$","yellow",0,0
"Miracle of Science","321 Massachusetts Ave",42.362671,-71.099238,"/restaurants/miracle-of-science/","$","yellow",0,0
"Mission Sushi And Wok","1625 Tremont St",42.333842,-71.103511,"/restaurants/mission-sushi-and-wok/","$$$","green",0,1
"Mistral","223 Columbus Ave",42.347246,-71.073539,"/restaurants/mistral/","$$$","yellow",0,0
"Mitch's Traditional BBQ","212 Hampshire St",42.373497,-71.100796,"/restaurants/mitchs-traditional-bbq/","$$$","red",0,0
"Mix-It","1678 Massachusetts Ave",42.38239,-71.119906,"/restaurants/mix-it/","$$$","yellow",0,1
"Mixtura","300 Beacon St",42.383598,-71.113169,"/restaurants/mixtura/","$$","yellow",0,0
"Mixx","1258 Boylston St",42.345244,-71.095276,"/restaurants/mixx-2/","$","red",0,0
"Mixx","66 Brighton Ave",42.352449,-71.128686,"/restaurants/mixx/","$","red",0,0
"MJ Ready","318 Harvard St",42.342519,-71.122028,"/restaurants/mj-ready/","$$","green",0,0
"Moby Dick","269 Huntington Ave",42.342047,-71.085895,"/restaurants/moby-dick/","$$","yellow",0,0
"Modern Pastry Shop","257 Hanover St",42.36351,-71.055186,"/restaurants/modern-pastry-shop/","$","green",0,0
"Modern Underground","257 Hanover St",42.363254,-71.054733,"/restaurants/modern-underground/","$$","red",0,0
"Mohr &amp; McPherson Cafe","460 Harrison Ave",42.342598,-71.065443,"/restaurants/mohr-mcpherson-cafe/","$","green",0,0
"Mojitos","48 Winter St",42.35607,-71.061852,"/restaurants/mojitos/","$$","yellow",0,0
"Moksa","450 Massachusetts Ave",42.363526,-71.100977,"/restaurants/moksa/","$$$","yellow",0,1
"Momogoose Food Truck","Carleton St",42.361112,-71.086302,"/restaurants/momogoose-food-truck/","$","green",0,0
"Mona Lisa Pizza &amp; Grill","1621 Cambridge St",42.373657,-71.100379,"/restaurants/mona-lisa-pizza-grill/","$","red",0,0
"Monica's Mercato Pizza","130 Salem St",42.36514,-71.055637,"/restaurants/monicas-mercato-pizza/","$$","red",0,0
"Montecristo Mexican Grill","748\u002DA Huntington Ave",42.33382,-71.105734,"/restaurants/montecristo-mexican-grill/","$$","red",0,0
"Montien","63 Stuart St",42.351104,-71.064831,"/restaurants/montien-2/","$$$","yellow",0,0
"Montrose Spa","1646 Massachusetts Ave",42.381246,-71.119847,"/restaurants/montrose-spa/","$","green",0,0
"Moogy's","154 Chestnut Hill Ave",42.341585,-71.154269,"/restaurants/moogys/","$","green",0,0
"Moon Villa Restaurant","19 Edinboro St",42.351957,-71.05979,"/restaurants/moon-villa-restaurant/","$$","yellow",0,0
"Mooo....","15 Beacon St",42.358084,-71.062429,"/restaurants/mooo/","$$$$$","yellow",0,0
"Morse Fish Company","1401 Washington St",42.34098,-71.070169,"/restaurants/morse-fish-company/","$$","red",0,0
"Morton's, The Steakhouse","2 Seaport Lane",42.349483,-71.040687,"/restaurants/mortons-the-steakhouse/","$$$$$","yellow",0,0
"Mother Anna's","211 Hanover St",42.362842,-71.05529,"/restaurants/mother-annas/","$$$","red",0,0
"Mother Juice","Location Varies",42.353068,-71.076519,"/restaurants/mother-juice/","$","green",1,1
"Moyzilla","Location Varies",42.334424,-71.074465,"/restaurants/moyzilla/","$$","yellow",0,0
"Mr Crepe","51 Davis Sq",42.39658,-71.122511,"/restaurants/mr-crepe/","$","yellow",0,0
"Mr Dooley's Boston Tavern","77 Broad St",42.357824,-71.053784,"/restaurants/mr-dooleys-boston-tavern/","$$$","yellow",0,0
"Mr Sushi","329 Harvard St",42.34343,-71.12393,"/restaurants/mr-sushi/","$$$","red",0,0
"Mr. Bartley's Burger Cottage","1246 Massachusetts Ave",42.37244,-71.116053,"/restaurants/mr-bartleys-burger-cottage/","$$","green",0,0
"Mulan","228 Broadway",42.366697,-71.094596,"/restaurants/mulan/","$$$","red",0,0
"Mulligans","83 Canal St",42.364326,-71.059689,"/restaurants/mulligans/","$","green",0,0
"Muqueca","1008 Cambridge St",42.3726,-71.0939,"/restaurants/muqueca-restaurant/","$$$","yellow",0,0
"My Cousin's Place","396 Hanover St",42.365964,-71.052999,"/restaurants/my-cousins-place/","$","green",0,0
"My Thai Vegan Cafe","3 Beach St",42.351585,-71.062941,"/restaurants/my-thai-vegan-cafe/","$$$","yellow",1,1
"Myers + Chang","1145 Washington St",42.343768,-71.066138,"/restaurants/myers-+-chang/","$$$","green",0,1
"Myung Dong 1st Avenue","90 Harvard Ave",42.353336,-71.132048,"/restaurants/myung-dong-1st-avenue/","$$$","red",0,0
"Nan Ling","179 Massachusetts Ave",42.345956,-71.087292,"/restaurants/nan-ling/","$$","red",0,0
"Natalie's Pizza","1312 Commonwealth Ave",42.348319,-71.134732,"/restaurants/natalies-pizza/","$","yellow",0,0
"Navy Yard","1 6th St",42.374893,-71.054679,"/restaurants/navy-yard/","$$$","yellow",0,0
"Nebo","520 Atlantic Ave",42.353888,-71.053126,"/restaurants/nebo/","$$$","yellow",0,0
"Ned Devine's","1 Faneuil Hall Marketplace",42.360063,-71.053976,"/restaurants/ned-devines/","$$$","yellow",0,0
"Neighborhoods Coffee &amp; Crepes","96 Peterborough St",42.343073,-71.099264,"/restaurants/neighborhoods-coffee-crepes/","$","yellow",0,0
"Neptune Oyster","63 Salem St",42.363333,-71.056345,"/restaurants/neptune-oyster/","$$$$$","yellow",0,0
"New American Cafe","465 Huntington Ave",42.331976,-71.101644,"/restaurants/new-american-cafe/","$$$$","yellow",0,0
"New Dong Khanh","83 Harrison Ave",42.350826,-71.061689,"/restaurants/new-dong-khanh/","$","yellow",0,0
"New England Soup Factory","2 Brookline Pl",42.335497,-71.110996,"/restaurants/new-england-soup-factory/","$$","green",0,0
