"name","address","latitude","longitude","link","price","health_color","special_diet"
"Kamiza","696 Washington St",42.3389,-71.1347,"/restaurants/kamiza/","$$$$","yellow","  "
"Kantin","1095 Commonwealth Ave",42.3522,-71.125,"/restaurants/kantin/","$","yellow","  "
"Karo's BBQ","Summer \u0026 Hawley St",42.3549,-71.0597,"/restaurants/karos-bbq/","$","red","  "
"Kashmir Indian Restaurant","279 Newbury St",42.3492,-71.0843,"/restaurants/kashmir-indian-restaurant/","$$$","green"," vegetarian-friendly "
"Kaya","1366 Beacon St",42.3418,-71.1232,"/restaurants/kaya-2/","$$$","yellow","  "
"Kayuga","1030 Commonwealth Ave",42.3518,-71.1216,"/restaurants/kayuga/","$$$","red","  "
"Kaze","1 Harrison Ave",42.3538,-71.0612,"/restaurants/kaze/","$$$","red","  "
"Kelley's Square Pub","84 Bennington St",42.3762,-71.0357,"/restaurants/kelleys-square-pub/","$$","yellow","  "
"Kendall House of Pizza","201 3rd St",42.3677,-71.0813,"/restaurants/kendall-house-of-pizza/","$","yellow","  "
"Kendall Kitchen","201 Broadway",42.3661,-71.0929,"/restaurants/kendall-kitchen/","$$","green","  "
"Kendall Market & Deli","290 Main St",42.3624,-71.0869,"/restaurants/kendall-market-deli/","$","green"," vegetarian-friendly "
"Kennedy Fried Chicken (CLOSED)","377 Centre St",42.3223,-71.1091,"/restaurants/kennedy-fried-chicken/","$","green","  "
"Kennedy's on the Square","15 Dunster St",42.3729,-71.1191,"/restaurants/kennedys-on-the-square/","$$$$$","yellow","  "
"Khao Sarn Cuisine","250 Harvard St",42.3414,-71.1212,"/restaurants/khao-sarn-cuisine/","$$$","red","  "
"Ki Bistro","270 Babcock St",42.3527,-71.1211,"/restaurants/ki-bistro/","$$","green","  "
"Kickass Cupcakes","Location Varies",42.3502,-71.075,"/restaurants/kickass-cupcakes/","$","red","  "
"Kigo Kitchen","360 Huntington Ave",42.3392,-71.0885,"/restaurants/kigo-kitchen/","$$","red","  "
"Kika Tapas","5 Broad Canal Way",42.3631,-71.0828,"/restaurants/kika-tapas/","$$$$$","red","  "
"King & I","145 Charles St",42.3604,-71.0711,"/restaurants/king-i/","$$","yellow","  "
"King Fung Garden II","370 Boylston St",42.3298,-71.1267,"/restaurants/king-fung-garden-ii/","$$","red","  "
"King St. Tavern","1 Court St",42.3588,-71.0578,"/restaurants/king-st-tavern/","$$$","red","  "
"Kings","50 Dalton St",42.3471,-71.0857,"/restaurants/kings/","$$$","yellow","  "
"Kingston Station","25 Kingston St",42.3536,-71.0593,"/restaurants/kingston-station/","$$$","yellow","  "
"Kipo's","106 Bunker Hill St",42.3777,-71.0586,"/restaurants/kipos/","$$","yellow","  "
"Kitchen","560 Tremont St",42.3438,-71.0719,"/restaurants/kitchen/","$$$$$","yellow","  "
"KO Catering and Pies","87 A St",42.3424,-71.0546,"/restaurants/ko-catering-and-pies/","$","yellow","  "
"KO Pies at the Shipyard","256 Marginal St",42.3641,-71.0321,"/restaurants/ko-pies-at-the-shipyard/","$$","yellow","  "
"Koch Cafe","500 Main St",42.3623,-71.0895,"/restaurants/koch-cafe/","$$","green","  "
"Kolbeh of Kabob","1500 Cambridge St",42.3742,-71.105,"/restaurants/kolbeh-of-kabob/","$$","green","  "
"Koo Koo","7 Station St",42.3323,-71.1183,"/restaurants/koo-koo/","$","green","  "
"Koo Koo's Nest","361 Washington St",42.3341,-71.122,"/restaurants/koo-koos-nest/","$","yellow","  gluten-free"
"Korean Garden","122 Harvard Ave",42.3523,-71.1319,"/restaurants/korean-garden/","$$$","red","  "
"Koreana","154 Prospect St",42.3694,-71.1012,"/restaurants/koreana/","$$$$","red","  "
"Koy","16 North St",42.3607,-71.0565,"/restaurants/koy/","$$$","red","  "
"Kung Fu Tea","131 Harvard Ave",42.3523,-71.132,"/restaurants/kung-fu-tea/","$","red","  "
"Kung Fu Tea","334 Massachusetts Ave",42.3425,-71.0844,"/restaurants/kung-fu-tea-2/","$","red","  "
"Kung Fu Tea","66 Kneeland St",42.3506,-71.0607,"/restaurants/kung-fu-tea-3/","$","red","  "
"Kupel's Bagel","421 Harvard St",42.3454,-71.1274,"/restaurants/kupels-bagel/","$","yellow","  "
"Kwik-E Pizza & Sub Shop","738 Huntington Ave",42.3339,-71.1054,"/restaurants/kwik-e-pizza-sub-shop/","$","red","  "
"L'Espalier","774 Boylston St",42.3489,-71.082,"/restaurants/lespalier/","$$$$$","green"," vegetarian-friendly "
"L'Impasto","2263 Massachusetts Ave",42.3945,-71.1268,"/restaurants/limpasto/","$$$","yellow","  "
"L'Osteria Ristorante","104 Salem St",42.3644,-71.0558,"/restaurants/losteria-ristorante/","$$$$","yellow","  "
"La Abundancia","59 Meridian St",42.3718,-71.0389,"/restaurants/la-abundancia/","$$","yellow","  "
"La Befana Pizzeria","15 N Beacon St",42.3541,-71.1378,"/restaurants/la-befana-pizzeria/","$$","yellow","  "
"LA Burdick","220 Clarendon St",42.3511,-71.0756,"/restaurants/la-burdick-2/","$","red","  "
"LA Burdick","52 Brattle St",42.3742,-71.122,"/restaurants/la-burdick/","$","red","  "
"La Catrina","1620 Commonwealth Ave",42.343,-71.1429,"/restaurants/la-catrina/","$$","green","  "
"La Chiva","259 Bennington St",42.3782,-71.0295,"/restaurants/la-chiva/","$","yellow","  "
"La Famiglia Giorgio's","112 Salem St",42.3646,-71.0558,"/restaurants/la-famiglia-giorgios-2/","$$$","yellow","  "
"La Frontera","290 Bennington St",42.379,-71.0286,"/restaurants/la-frontera/","$$","yellow","  "
"La Galleria 33","125 Salem St",42.3648,-71.0558,"/restaurants/la-galleria-33/","$$$$","red","  "
"La Hacienda","150 Meridian St",42.3741,-71.0392,"/restaurants/la-hacienda/","$$","red","  "
"La Mamma","190 Brighton Ave",42.3532,-71.1342,"/restaurants/la-mamma/","$","red","  "
"La Morra","48 Boylston St",42.3316,-71.1179,"/restaurants/la-morra/","$$$$","yellow","  "
"La Pastaria","1 Faneuil Hall Market Pl",42.3597,-71.0559,"/restaurants/la-pastaria/","$$","green","  "
"La Reina Cafeteria","80 Bennington St",42.3761,-71.0361,"/restaurants/la-reina-cafeteria/","$$","red","  "
"La Sanghita","389 Maverick St",42.3657,-71.029,"/restaurants/la-sanghita/","$$","green","vegan vegetarian-friendly "
"La Sultana Bakery","40 Maverick Sq",42.37,-71.0392,"/restaurants/la-sultana-bakery/","$","yellow","  "
"La Summa","30 Fleet St",42.3646,-71.0529,"/restaurants/la-summa/","$$$","red","  "
"La Terraza","19 Bennington St",42.3753,-71.0385,"/restaurants/la-terrasa/","$$","yellow","  "
"la Tour Eiffel","Location Varies",42.3605,-71.0591,"/restaurants/la-tour-eiffel-2/","$$","yellow","  "
"La Tour Eiffel","City Hall Plaza",42.3597,-71.0593,"/restaurants/la-tour-eiffel/","$$","yellow","  "
"La Voile","261 Newbury St",42.3494,-71.0835,"/restaurants/la-voile/","$$$$$","yellow","  "
"Lala Rokh","97 Mt Vernon St",42.36,-71.0664,"/restaurants/lala-rokh/","$$$","yellow","  "
"Lambert's Marketplace","140 Tremont St",42.3556,-71.0631,"/restaurants/lamberts-marketplace/","$","green","  "
"Lamole (CLOSED)","1105 Massachusetts Ave",42.3705,-71.1138,"/restaurants/lamole/","$$","yellow","  "
"Lanta Asian Cuisine","38 Batterymarch St",42.3575,-71.0544,"/restaurants/lanta-asian-cuisine/","$$","red","  "
"Larry J's BBQ Cafe","600 D St",42.3487,-71.0397,"/restaurants/larry-js-bbq-cafe/","$$","yellow","  "
"Las Ventas","700 Harrison Ave",42.3384,-71.0709,"/restaurants/las-ventas/","$$","green","  "
"Latin Spoon","Location Varies",42.3511,-71.0755,"/restaurants/latin-spoon/","$$","red","  "
"Latino Restaurant","302 Centre St",42.3226,-71.1032,"/restaurants/latino-restaurant/","$$$$","yellow","  "
"Laugh Boston","425 Summer St",42.3461,-71.0433,"/restaurants/laugh-boston/","$$$","yellow","  "
"Laz Cafe","1744 Washington St",42.3365,-71.0771,"/restaurants/laz-cafe/","$","yellow","  "
"Le Patissier","140 Boylston St",42.3524,-71.0663,"/restaurants/le-patissier/","$$","yellow","  "
"Le's Restaurant","36 JFK St",42.3727,-71.1201,"/restaurants/les-restaurant/","$$","red","  "
"Le's Vietnamese Cuisine","119 Newbury St",42.3513,-71.0765,"/restaurants/les-vietnamese-cuisine-3/","$$","red","  "
"Le's Vietnamese Cuisine","35 Dunster St",42.3727,-71.1201,"/restaurants/les-vietnamese-cuisine/","$$","red","  "
"Le's Vietnamese Cuisine","137 Brighton Ave",42.353,-71.1318,"/restaurants/les-vietnamese-cuisine-2/","$$","red","  "
"Le's Vietnamese Cusine","300 Boylston St",42.3262,-71.1426,"/restaurants/les-vietnamese-cusine/","$$","red","  gluten-free"
"Lee's Burger Place","1331 Beacon St",42.3418,-71.1215,"/restaurants/lees-burger-place/","$$","yellow","  "
"Lefty's Silver Cart","Atlantic Ave",42.3537,-71.0536,"/restaurants/leftys-silver-cart/","$","green","  "
"Legal C Bar","1 Harborside Dr",42.3633,-71.0257,"/restaurants/legal-c-bar/","$$$","green","  "
"Legal Crossing","558 Washington St",42.3539,-71.0621,"/restaurants/legal-crossing/","$$$$$","green","  "
"Legal Harborside","270 Northern Ave",42.3485,-71.0384,"/restaurants/legal-harborside/","$$$","green","  gluten-free"
"Legal Osteria","10 City Sq",42.3726,-71.0621,"/restaurants/legal-osteria/","$$$$","yellow","  "
"Legal Sea Foods","5 Cambridge Center",42.3633,-71.088,"/restaurants/legal-sea-foods/","$$$$","yellow","  "
"Legal Sea Foods","26 Park Pl",42.3514,-71.0696,"/restaurants/legal-sea-foods-6/","$$$$","yellow","  gluten-free"
"Legal Sea Foods","100 Huntington Ave",42.3492,-71.0771,"/restaurants/legal-sea-foods-5/","$$$$","yellow","  gluten-free"
"Legal Sea Foods","255 State St",42.3597,-71.0519,"/restaurants/legal-sea-foods-7/","$$$$","yellow","  "
"Legal Sea Foods","20 University Rd",42.3725,-71.1237,"/restaurants/legal-sea-foods-2/","$$$$","yellow","  gluten-free"
"Les Zygomates","129 South St",42.3511,-71.0577,"/restaurants/les-zygomates/","$$$$$","yellow","  "
"Life Alive Organic Cafe","765 Massachusetts Ave",42.3664,-71.1057,"/restaurants/life-alive-organic-cafe/","$$","green"," vegetarian-friendly "
"Lilian's Smokin' Rack Barbecue","Location Varies",42.358,-71.0594,"/restaurants/lilians-smokin-rack-barbecue/","$$","red","  "
"Lilly's Gourmet Pasta Express","1528 Tremont St",42.3325,-71.1,"/restaurants/lillys-gourmet-pasta-express/","$$","yellow","  "
"Limoncello Ristorante","190 North St",42.3634,-71.0539,"/restaurants/limoncello-ristorante/","$$$$$","red","  "
"Limoo Tea Bar","1032 Commonwealth Ave",42.3516,-71.1222,"/restaurants/limoo-tea-bar/","$$","yellow","  "
"Lineage","242 Harvard St",42.3411,-71.1211,"/restaurants/lineage/","$$$$$","red","  "
"Liquid Art House","100 Arlington St",42.3499,-71.0697,"/restaurants/liquid-art-house/","$$$","yellow","  "
"Lir Irish Pub & Restaurant","903 Boylston St",42.3481,-71.0851,"/restaurants/lir-irish-pub-restaurant/","$$","yellow","  "
"Little Lamb","326 Cambridge St",42.3609,-71.0692,"/restaurants/little-lamb/","$$","red","  "
"Little Pizza King","389 Washington St",42.3493,-71.1547,"/restaurants/little-pizza-king/","$$","yellow","  "
"Little Stevie's Pizza","1114 Boylston St",42.3472,-71.089,"/restaurants/little-stevies-pizza/","$","yellow","  "
"Lizard Lounge","1667 Massachusetts Ave",42.3821,-71.1197,"/restaurants/lizard-lounge/","$$","yellow","  "
"Lizzy's Ice Cream","29 Church St",42.3746,-71.1201,"/restaurants/lizzys-ice-cream/","$","red","  "
"Lobsta Love","1 Oxford St",42.3763,-71.116,"/restaurants/lobsta-love/","$$","green","  "
"Locale","352 Hanover St",42.3651,-71.0532,"/restaurants/locale/","$$","yellow","  "
"Loconte's","114\u002D116 Salem St",42.3647,-71.0558,"/restaurants/locontes/","$$$","red","  "
"Lolita","271 Dartmouth St",42.3504,-71.0775,"/restaurants/lolita/","$$","yellow","  "
"Lollicup","1095 Commonwealth Ave",42.3522,-71.125,"/restaurants/lollicup/","$","yellow","  "
"Lone Star Taco Bar","479 Cambridge St",42.3538,-71.137,"/restaurants/lone-star-taco-bar/","$$","yellow","  "
"Longhorn Steakhouse","401 Park Dr",42.3448,-71.1043,"/restaurants/longhorn-steakhouse/","$$$","yellow","  "
"Longwood","342 Longwood Ave",42.3382,-71.1063,"/restaurants/longwood/","$$$","yellow","  gluten-free"
"Lord Hobo","92 Hampshire St",42.3688,-71.095,"/restaurants/lord-hobo/","$$$","yellow","  "
"Loretta's Last Call","1 Lansdowne St",42.2967,-71.0181,"/restaurants/lorettas-last-call/","$$$","yellow","  "
"Lower Depths Tap Room","476 Commonwealth Ave",42.3488,-71.0939,"/restaurants/lower-depths-tap-room/","$$","green","  "
"LTK","225 Northern Ave",42.3491,-71.0396,"/restaurants/ltk/","$$","yellow","  gluten-free"
"LTK (Legal's Test Kitchen)","1 Harborside Dr",42.3633,-71.0257,"/restaurants/ltk-legals-test-kitchen/","$$$","yellow","  gluten-free"
"Lucca","226 Hanover St",42.3632,-71.0553,"/restaurants/lucca/","$$$$$","red","  "
"Lucca","116 Huntington Ave",42.3492,-71.0771,"/restaurants/lucca-2/","$$$$","red","  "
"Lucia","415 Hanover St",42.3657,-71.0532,"/restaurants/lucia/","$$$$","red","  "
"Lucky Strike Lanes","145 Ipswich St",42.3472,-71.0942,"/restaurants/lucky-strike-lanes/","$$$","yellow","  "
"Lucky's Lounge","12 Harborside Dr",42.3633,-71.0253,"/restaurants/luckys-lounge-2/","$$$","yellow","  "
"Lucky's Lounge","355 Congress St",42.3507,-71.0485,"/restaurants/luckys-lounge/","$$$","yellow","  "
"Lucy Ethiopian Cafe","334 Massachusetts Ave",42.3423,-71.0846,"/restaurants/lucy-ethiopian-cafe/","$","green","  "
"Lulu's Allston","421 Cambridge St",42.3551,-71.1342,"/restaurants/lulus-allston/","$$$","green","  "
"Lulu's Sweet Shoppe","57 Salem St",42.3632,-71.0564,"/restaurants/lulus-sweet-shoppe/","$","red","  "
"Lulu's Sweet Shoppe","8593 Franklin St",42.3559,-71.0552,"/restaurants/lulus-sweet-shoppe-2/","$","red","  "
"M&M Ribs","Location Varies",42.3453,-71.0698,"/restaurants/m-m-ribs/","$$","yellow","  "
"M.C. Spiedo","606 Congress St",42.3479,-71.0392,"/restaurants/mc-speido/","$$$$","yellow","  "
"M.J. O'Conner's Irish Pub","27 Columbus Ave",42.351,-71.069,"/restaurants/mj-oconners-irish-pub/","$$$","yellow","  "
"M.J. O'Connors Boston Pub","425 Summer St",42.3461,-71.0433,"/restaurants/mj-oconnors-boston-pub/","$$$","red","  "
"Machu Picchu","25 Union Sq",42.38,-71.0966,"/restaurants/machu-picchu/","$$","yellow","  "
"Madina Market's Kitchen","1095 Commonwealth Ave",42.3522,-71.125,"/restaurants/madina-markets-kitchen/","$$","yellow","  "
"Maggiano's","4 Columbus Ave",42.3514,-71.0685,"/restaurants/maggianos/","$$$$","red","  "
"Maki Maki","304 Western Ave",42.3631,-71.136,"/restaurants/maki-maki/","$$$$$","red","  "
"Makin' Jamaican","Location Varies",42.3795,-71.0646,"/restaurants/makin-jamaican/","$$","red","  "
"Maluken","645 Beacon St",42.3487,-71.0971,"/restaurants/maluken/","$$$","red","  "
"Mama Gina's","19 Union Sq",42.3797,-71.0965,"/restaurants/mama-ginas/","$","red","  "
"Mama's Place","764 Huntington Ave",42.3334,-71.106,"/restaurants/mamas-place/","$","green","  "
"Mamma Maria","3 North Sq",42.3641,-71.0538,"/restaurants/mamma-maria/","$$$$$","yellow","  "
"Mandy & Joe's Delicatessen","328 Washington St",42.349,-71.1522,"/restaurants/mandy-joes-delicatessen/","$","yellow","  "
"Mangia","537 Columbus Ave",42.3416,-71.0807,"/restaurants/mangia/","$","yellow","  "
"Mangia Mangia","147 Endicott St",42.3653,-71.0576,"/restaurants/mangia-mangia/","$","green","  "
"Map Room Cafe","700 Boylston St",42.3495,-71.0798,"/restaurants/map-room-cafe/","$$","green","  "
"Marco Polo","274 Summer St",42.3503,-71.0503,"/restaurants/marco-polo/","$","green","  "
"Mare Oyster Bar","135 Richmond St",42.3634,-71.0542,"/restaurants/mare-oyster-bar/","$$$$$","red","  "
"Maria's Pastry Shop","46 Cross St",42.3631,-71.0566,"/restaurants/marias-pastry-shop/","$$$","yellow","  "
"Maria's Taqueria","226 Tremont St",42.3514,-71.0651,"/restaurants/marias-taqueria/","$","red","  "
"Mario's","347 Chelsea St",42.3782,-71.029,"/restaurants/marios/","$$$","yellow","  "
"Mariposa Bakery","424 Massachusetts Ave",42.3636,-71.1008,"/restaurants/mariposa-bakery/","$","green","  "
"Market","100 Stuart St",42.3511,-71.0655,"/restaurants/market/","$$$$$","yellow","  "
"Market","21 Broad St",42.3588,-71.0544,"/restaurants/market-2/","$$$$","yellow","  "
"Marliave (CLOSED)","10 Bosworth St",42.3574,-71.0613,"/restaurants/marliave/","$$$$","yellow","  "
"Martin's Coffee Shop","35 Harvard St",42.3343,-71.1192,"/restaurants/martins-coffee-shop/","$","yellow","  "
"Martsa On Elm","233 Elm St",42.395,-71.1215,"/restaurants/martsa-on-elm/","$$$","yellow","  "
"Mary Chung Restaurant","460 Massachusetts Ave",42.3639,-71.1013,"/restaurants/mary-chung-restaurant/","$$","red","  "
"Mary's Deli On the Charles","820 Memorial Dr",42.3618,-71.1157,"/restaurants/marys-deli-on-the-charles/","$$","green","  "
"Masa","439 Tremont St",42.3468,-71.0691,"/restaurants/masa/","$$$$","yellow","  "
"Masala","1127 Broadway",42.4032,-71.1267,"/restaurants/masala/","$$","green"," vegetarian-friendly "
"Mashawi Grill","157 Sutherland Rd",42.3411,-71.1469,"/restaurants/mashawi-grill/","$$","yellow","  "
"Mass Ave Pita","197 Massachusetts Ave",42.3452,-71.0871,"/restaurants/mass-ave-pita-2/","$","yellow"," vegetarian-friendly "
"Mass Avenue Diner","906 Massachusetts Ave",42.3683,-71.1088,"/restaurants/mass-avenue-restaurant/","$","yellow","  "
"Mass Chicken","736 Massachusetts Ave",42.3663,-71.1054,"/restaurants/mass-chicken/","$","yellow","  "
"Massimino's Cucina Italiana","207 Endicott St",42.3664,-71.0581,"/restaurants/massiminos-cucina-italiana/","$$$","red","  gluten-free"
"Master Wok","100 Cambridgeside Pl",42.3681,-71.0761,"/restaurants/master-wok/","$","red","  "
"Master Wok","650 Atlantic Ave",42.354,-71.0529,"/restaurants/master-wok-2/","$","red","  "
"Matt Murphy's","14 Harvard St",42.3336,-71.119,"/restaurants/matt-murphys/","$$$$","yellow","  "
"Maurizio's","364 Hanover St",42.3657,-71.0532,"/restaurants/maurizios/","$$$$","red","  "
"Max Brenner","745 Boylston St",42.3494,-71.0805,"/restaurants/max-brenner/","$$$","yellow","  "
"Max's Deli Cafe","151 Milk St",42.3576,-71.0546,"/restaurants/maxs-deli-cafe/","$$","green","  "
"Maxim Coffee House","62 Harrison Ave",42.3515,-71.0612,"/restaurants/maxim-coffee-house/","$","red","  "
"May's Cafe","95 Glenville Ave",42.3493,-71.1356,"/restaurants/mays-cafe/","$","red","  "
"May's Cake House","223 Harrison Ave",42.3478,-71.0628,"/restaurants/mays-cake-house/","$$$$$","red","  "
"MC2","2 Cambridge Ctr",42.3633,-71.0881,"/restaurants/mc2/","$$$$","yellow","  "
"McCabe's on Mass","2046 Massachusetts Ave",42.3909,-71.1226,"/restaurants/mccabes-on-mass/","$$$","yellow","  "
"McCormick & Schmick's","34 Columbus Ave",42.3509,-71.0692,"/restaurants/mccormick-schmicks-2/","$$$$","red","  "
"McCormick & Schmick's","Faneuil Hall Marketplace",42.3604,-71.0554,"/restaurants/mccormick-schmicks/","$$$$","red","  "
"McGann's Pub","197 Portland St",42.3642,-71.0618,"/restaurants/mcganns-pub/","$","yellow","  "
"McGreevy's","911 Boylston St",42.3484,-71.084,"/restaurants/mcgreevys/","$$","yellow","  "
"Meadhall","4 Cambridge Center",42.3629,-71.0866,"/restaurants/meadhall/","$$$","green","  "
"Mediterranean Grill (CLOSED)","281 Franklin St",42.357,-71.0535,"/restaurants/mediterranean-grill/","$$","green","  "
"Megumi","4 S Market St",42.3598,-71.0545,"/restaurants/megumi/","$$","red","  "
"Mehak Halal","329 Sumner St",42.3671,-71.0361,"/restaurants/mehak-halal/","$$","yellow","  "
"Mei Mei","506 Park Dr",42.3478,-71.1057,"/restaurants/mei-mei/","$$$","green","  "
"Mei Mei Street Kitchen","Location Varies",42.3485,-71.0752,"/restaurants/mei-mei-street-kitchen/","$","yellow","  "
"Mela","578 Tremont St",42.3433,-71.0729,"/restaurants/mela/","$$$$","green","  "
"Menton","354 Congress St",42.3507,-71.0485,"/restaurants/menton/","$$$$$","red","  "
"Meridian 155","155 Meridian St",42.3747,-71.0392,"/restaurants/meridian-155/","$","yellow","  "
"Meridian Food Market","121 Meridian St",42.3731,-71.0392,"/restaurants/meridian-food-market/","$","green","  "
"Meritage","70 Rowes Wharf",42.3566,-71.0503,"/restaurants/meritage/","$$$$$","red","  "
"Merrill & Co.","1 Appleton St",42.3466,-71.0695,"/restaurants/merrill-co/","$$$$","yellow","  "
"Met Back Bay","279 Dartmouth St",42.3509,-71.078,"/restaurants/met-back-bay/","$$$$$","yellow","  "
"Metro Cafe","332 Congress St",42.351,-71.0494,"/restaurants/metro-cafe/","$","yellow","  "
"Metropolis Cafe","584 Tremont St",42.3432,-71.0731,"/restaurants/metropolis-cafe/","$$$$","yellow","  "
"Metropolitan Desserts","1024 Commonwealth Ave",42.3518,-71.1216,"/restaurants/metropolitan-desserts/","$$","red","  "
"MexiCali Burrito Cabana","350 Kendall St",42.364,-71.0818,"/restaurants/mexicali-burrito-cabana/","$$","yellow","  "
"MexiCali Burrito Co","500 Technology Square",42.3635,-71.0926,"/restaurants/mexicali-burrito-co/","$","yellow","  "
"Mi Pueblito","333 Border St",42.3794,-71.0403,"/restaurants/mi-pueblito/","$$","red","  "
"Mi Rancho Restaurante","45 Meridian St",42.3713,-71.0392,"/restaurants/mi-rancho-restaurante/","$","yellow","  "
"Miami Restaurant","381 Centre St",42.3221,-71.1094,"/restaurants/miami-restaurant/","$$","red","  "
"Michael's Deli","256 Harvard St",42.3416,-71.1213,"/restaurants/michaels-deli/","$$","green","  "
"Middlesex Lounge","315 Massachusetts Ave",42.3626,-71.0991,"/restaurants/middlesex-lounge/","$","green","  "
"Midwest Grill","1124 Cambridge St",42.373,-71.0963,"/restaurants/midwest-grill/","$$$$","yellow","  "
"Miel","510 Atlantic Ave",42.3581,-71.0514,"/restaurants/miel/","$$$$","yellow","  "
"Mija Cantina & Tequila Bar","1 Faneuil Hall Marketplace",42.3597,-71.0559,"/restaurants/mija-cantina-tequila-bar/","$$$","yellow","  "
"Mike and Patty's","12 Church St",42.3485,-71.0678,"/restaurants/mike-and-pattys/","$$","green","  "
"Mike's","9 Davis Sq",42.3967,-71.1227,"/restaurants/mikes-restaurant/","$$","yellow","  "
"Mike's City Diner","1714 Washington St",42.3369,-71.0766,"/restaurants/mikes-city-diner/","$$","yellow","  "
"Mike's Donuts","1524\u002DA Tremont St",42.3323,-71.0999,"/restaurants/mikes-donuts/","$","yellow","  "
"Mike's Pastry","11 Dunster St",42.373,-71.1191,"/restaurants/mikes-pastry-2/","$","red","  "
"Mike's Pastry","300 Hanover St",42.3642,-71.0544,"/restaurants/mikes-pastry/","$","red","  "
"Milano Pizzeria and Pasta","60 Washington St",42.3433,-71.1424,"/restaurants/milano-pizzeria-and-pasta/","$$","green","  "
"Milk Street Cafe","50 Milk St",42.3566,-71.0572,"/restaurants/milk-street-cafe/","$","green"," vegetarian-friendly "
"Milky Way Lounge","284 Amory St",42.3148,-71.1045,"/restaurants/milky-way-lounge-lanes/","$$$","yellow","  "
"Minibar (CLOSED)","51 Huntington Ave",42.3482,-71.0786,"/restaurants/minibar/","$$","yellow","  "
"Miracle of Science","321 Massachusetts Ave",42.3627,-71.0992,"/restaurants/miracle-of-science/","$","yellow","  "
"Mission Sushi And Wok","1625 Tremont St",42.3338,-71.1035,"/restaurants/mission-sushi-and-wok/","$$$","yellow"," vegetarian-friendly "
"Mistral","223 Columbus Ave",42.3472,-71.0735,"/restaurants/mistral/","$$$","yellow","  "
"Mitch's Traditional BBQ","212 Hampshire St",42.3735,-71.1008,"/restaurants/mitchs-traditional-bbq/","$$$","yellow","  "
"Mix-It","1678 Massachusetts Ave",42.3824,-71.1199,"/restaurants/mix-it/","$$$","green"," vegetarian-friendly "
"Mixtura","300 Beacon St",42.3836,-71.1132,"/restaurants/mixtura/","$$","yellow","  "
"Mixx","66 Brighton Ave",42.3524,-71.1287,"/restaurants/mixx/","$","yellow","  "
"Mixx","1258 Boylston St",42.3452,-71.0953,"/restaurants/mixx-2/","$","yellow","  "
"MJ Ready","318 Harvard St",42.3425,-71.122,"/restaurants/mj-ready/","$$","yellow","  "
"Moby Dick","269 Huntington Ave",42.342,-71.0859,"/restaurants/moby-dick/","$$","green","  "
"Modern Pastry Shop","257 Hanover St",42.3635,-71.0552,"/restaurants/modern-pastry-shop/","$","yellow","  "
"Modern Underground","257 Hanover St",42.3633,-71.0547,"/restaurants/modern-underground/","$$","yellow","  "
"Mohr & McPherson Cafe","460 Harrison Ave",42.3426,-71.0654,"/restaurants/mohr-mcpherson-cafe/","$","green","  "
"Mojitos","48 Winter St",42.3561,-71.0619,"/restaurants/mojitos/","$$","yellow","  "
"Moksa","450 Massachusetts Ave",42.3635,-71.101,"/restaurants/moksa/","$$$","yellow"," vegetarian-friendly "
"Momogoose Food Truck","Carleton St",42.3611,-71.0863,"/restaurants/momogoose-food-truck/","$","green","  "
"Mona Lisa Pizza & Grill","1621 Cambridge St",42.3737,-71.1004,"/restaurants/mona-lisa-pizza-grill/","$","red","  "
"Monica's Mercato Pizza","130 Salem St",42.3651,-71.0556,"/restaurants/monicas-mercato-pizza/","$$","yellow","  "
"Montecristo Mexican Grill","748\u002DA Huntington Ave",42.3338,-71.1057,"/restaurants/montecristo-mexican-grill/","$$","yellow","  "
"Montien","63 Stuart St",42.3511,-71.0648,"/restaurants/montien-2/","$$$","yellow","  "
"Montrose Spa","1646 Massachusetts Ave",42.3812,-71.1199,"/restaurants/montrose-spa/","$","green","  "
"Moogy's","154 Chestnut Hill Ave",42.3416,-71.1543,"/restaurants/moogys/","$","green","  "
"Moon Villa Restaurant","19 Edinboro St",42.352,-71.0598,"/restaurants/moon-villa-restaurant/","$$","red","  "
"Mooo....","15 Beacon St",42.3581,-71.0624,"/restaurants/mooo/","$$$$$","yellow","  "
"Morse Fish Company","1401 Washington St",42.341,-71.0702,"/restaurants/morse-fish-company/","$$","green","  "
"Morton's, The Steakhouse","2 Seaport Lane",42.3495,-71.0407,"/restaurants/mortons-the-steakhouse/","$$$$$","yellow","  "
"Mother Anna's","211 Hanover St",42.3628,-71.0553,"/restaurants/mother-annas/","$$$","yellow","  "
"Mother Juice","Location Varies",42.3531,-71.0765,"/restaurants/mother-juice/","$","green","vegan vegetarian-friendly "
"Moyzilla","Location Varies",42.3344,-71.0745,"/restaurants/moyzilla/","$$","red","  "
"Mr Crepe","51 Davis Sq",42.3966,-71.1225,"/restaurants/mr-crepe/","$","yellow","  "
"Mr Dooley's Boston Tavern","77 Broad St",42.3578,-71.0538,"/restaurants/mr-dooleys-boston-tavern/","$$$","yellow","  "
"Mr Sushi","329 Harvard St",42.3434,-71.1239,"/restaurants/mr-sushi/","$$$","red","  "
"Mr. Bartley's Burger Cottage","1246 Massachusetts Ave",42.3724,-71.1161,"/restaurants/mr-bartleys-burger-cottage/","$$","green","  "
